dataset,num_rotations,bootstrap_size,num_trees,fold,accuracy,balanced_accuracy,f1_micro,f1_macro,precision,recall,jaccard
epsilon,50,10,1,5,0.7958586906264449,0.7958580931681689,0.7958586906264449,0.7958564179971731,0.7958701859889834,0.7958586906264449,0.6609322026799207
epsilon,50,25,1,1,0.7993321076132228,0.799325401678852,0.7993321076132227,0.799327786799618,0.7993344517179704,0.7993321076132228,0.6657380679610395
epsilon,50,25,1,2,0.8088371510827388,0.8088369410940363,0.8088371510827388,0.808836244266667,0.8088424052318706,0.8088371510827388,0.6790305318866487
epsilon,50,25,1,3,0.8004517884332177,0.8004470732080373,0.8004517884332177,0.800447959097158,0.8004602422568804,0.8004517884332177,0.6672917391765346
epsilon,50,25,1,4,0.8018073192680731,0.8018073231468157,0.8018073192680731,0.8018073189894205,0.8018073302429135,0.8018073192680731,0.6691806177366512
epsilon,50,25,1,5,0.797720655311598,0.7977195168236494,0.797720655311598,0.7977128210623254,0.7977635884504478,0.797720655311598,0.6634982226192476
epsilon,50,50,1,1,0.8032844296023914,0.8032787032807617,0.8032844296023914,0.8032808091283204,0.8032857597387086,0.8032844296023914,0.6712398680086871
epsilon,50,50,1,2,0.8096883214419828,0.8096884147954122,0.8096883214419828,0.8096881835627883,0.8096894787602289,0.8096883214419827,0.6802320048970889
epsilon,50,50,1,3,0.7997279285125927,0.7997231014399184,0.7997279285125927,0.799723952767623,0.7997368363767101,0.7997279285125928,0.6662861011725917
epsilon,50,50,1,4,0.8066568343165683,0.806656894446184,0.8066568343165683,0.806656573083302,0.806658660738273,0.8066568343165683,0.6759635214743364
epsilon,50,50,1,5,0.7983204828611774,0.7983194896232908,0.7983204828611774,0.7983144957405763,0.7983531164751262,0.7983204828611774,0.6643306490197999
epsilon,5,10,10,1,0.7471639588258102,0.7471573099047738,0.7471639588258102,0.7471588895699222,0.7471646132790853,0.7471639588258102,0.596376844357281
epsilon,5,10,10,2,0.7504193265740393,0.7504197665373041,0.7504193265740394,0.7504146720808493,0.7504391055029928,0.7504193265740393,0.6005320089185585
epsilon,5,10,10,3,0.7522152609639817,0.7522154955134066,0.7522152609639817,0.7522150380408145,0.7522159207082098,0.7522152609639817,0.6028407832272038
epsilon,5,10,10,4,0.7575492450754925,0.7575494206842425,0.7575492450754925,0.7575463178812154,0.7575621294350697,0.7575492450754925,0.6097186402055191
epsilon,5,10,10,5,0.7577071591917324,0.7577073216739396,0.7577071591917324,0.7577070319096887,0.7577080998887648,0.7577071591917324,0.6099261916013293
epsilon,5,25,10,1,0.753167485897965,0.7531630537690932,0.7531674858979649,0.7531641483049958,0.7531671347703254,0.753167485897965,0.6040644072720692
epsilon,5,25,10,2,0.7563524846664164,0.7563527065898132,0.7563524846664164,0.7563513683910137,0.756357741865389,0.7563524846664164,0.6081714858049267
epsilon,5,25,10,3,0.7528267977934753,0.7528215749283952,0.7528267977934753,0.7528214412882392,0.7528347241328469,0.7528267977934753,0.6036231587389835
epsilon,5,25,10,4,0.7599115088491151,0.7599118013153984,0.7599115088491151,0.7599033987700243,0.7599473788130431,0.7599115088491151,0.6127795349913077
epsilon,5,25,10,5,0.7637179310948102,0.7637178056726424,0.7637179310948101,0.7637177752012745,0.763718287571201,0.7637179310948102,0.6177536700616723
epsilon,5,50,10,1,0.7575575650694784,0.7575436263481388,0.7575575650694784,0.7575450250774278,0.7575723296811618,0.7575575650694784,0.609725581568182
epsilon,5,50,10,2,0.758117411440731,0.7581168750478333,0.758117411440731,0.758110272857272,0.7581465134966123,0.758117411440731,0.6104509179898476
epsilon,5,50,10,3,0.7533260115318373,0.7533220028029598,0.7533260115318373,0.7533223902730917,0.7533299358094852,0.7533260115318373,0.6042667060455649
epsilon,5,50,10,4,0.763936106389361,0.7639362051544476,0.763936106389361,0.763935220401516,0.7639403228841176,0.763936106389361,0.6180383664338022
epsilon,5,50,10,5,0.7617185059295453,0.761718155566437,0.7617185059295452,0.7617175414030388,0.7617218277390463,0.7617185059295453,0.6151407387156482
epsilon,5,10,20,1,0.7495653696546721,0.7495603678493025,0.7495653696546721,0.7495616047431719,0.749565139053096,0.7495653696546721,0.599443386295942
epsilon,5,10,20,2,0.7488671923895356,0.7488669504633656,0.7488671923895356,0.7488656341742613,0.748872762240078,0.7488671923895356,0.5985498078775324
epsilon,5,10,20,3,0.7495819084941218,0.7495778181266665,0.7495819084941218,0.7495781358477658,0.7495859242225633,0.7495819084941218,0.5994629934985328
epsilon,5,10,20,4,0.759936506349365,0.7599365538647029,0.759936506349365,0.7599363064988025,0.7599374924889217,0.759936506349365,0.6128204181916822
epsilon,5,10,20,5,0.762818189770441,0.7628185327972612,0.762818189770441,0.7628175147444503,0.7628220502485958,0.762818189770441,0.6165764644985852
epsilon,5,25,20,1,0.7468387677760684,0.7468437261198202,0.7468387677760684,0.7468387576377097,0.7468484627159905,0.7468387677760684,0.5959639949812192
epsilon,5,25,20,2,0.7557266241081487,0.7557266204052389,0.7557266241081487,0.7557266210080442,0.755726623656052,0.7557266241081487,0.607363815038682
epsilon,5,25,20,3,0.7509173052442403,0.7509104056943889,0.7509173052442404,0.7509089521543448,0.7509328540970235,0.7509173052442403,0.6011691637067784
epsilon,5,25,20,4,0.7638111188881112,0.7638112114041351,0.7638111188881113,0.7638103431233445,0.7638148227316638,0.7638111188881112,0.6178748900317391
epsilon,5,25,20,5,0.763892880796771,0.7638924742923894,0.763892880796771,0.7638916188960083,0.7638974566726682,0.763892880796771,0.6179815508974222
epsilon,5,50,20,1,0.7583580353457656,0.7583451888049824,0.7583580353457657,0.7583468892563875,0.7583698694810412,0.7583580353457656,0.6107644330968226
epsilon,5,50,20,2,0.7616848166228565,0.7616846675801174,0.7616848166228565,0.7616842331939273,0.7616869917903267,0.7616848166228565,0.6150971305253874
epsilon,5,50,20,3,0.7575942889948332,0.7575915760948704,0.7575942889948332,0.7575921682109533,0.7575955013607744,0.7575942889948332,0.6097792646890481
epsilon,5,50,20,4,0.7634486551344866,0.763448734527229,0.7634486551344866,0.7634480869321616,0.763451390177033,0.7634486551344866,0.6174008749855135
epsilon,5,50,20,5,0.766817040100971,0.7668162963932998,0.7668170401009711,0.766813098557778,0.7668331306039554,0.766817040100971,0.6218153938207633
epsilon,5,10,2,1,0.739121734018736,0.7391179791903777,0.7391217340187362,0.7391187368448338,0.739121213894946,0.739121734018736,0.5861959796450954
epsilon,5,10,2,2,0.7459506821880085,0.745950967932776,0.7459506821880085,0.7459487204432849,0.7459589830875614,0.7459506821880085,0.5948315301580459
epsilon,5,10,2,3,0.7490577340688416,0.7490494152568692,0.7490577340688416,0.7490462936685875,0.7490816003495281,0.7490577340688416,0.5987863089174945
epsilon,5,10,2,4,0.7531246875312468,0.7531246781659318,0.7531246875312468,0.7531246750356828,0.7531247142133708,0.7531246875312468,0.6040096137756639
epsilon,5,10,2,5,0.756170101095935,0.7561704110955255,0.756170101095935,0.7561695436162643,0.756173216104624,0.756170101095935,0.6079362378801746
epsilon,5,25,2,1,0.7472515102622791,0.7472283979942842,0.7472515102622791,0.7472234092170842,0.7473014138349743,0.7472515102622791,0.596470284381575
epsilon,5,25,2,2,0.7552509700838653,0.7552515229055952,0.7552509700838653,0.755243713578398,0.7552826399576166,0.7552509700838653,0.6067418979648578
epsilon,5,25,2,3,0.7535880987444774,0.7535847338699657,0.7535880987444774,0.7535852591418652,0.7535904508940775,0.7535880987444774,0.6046046407583797
epsilon,5,25,2,4,0.7642235776422358,0.7642238207541705,0.7642235776422358,0.7642180895896631,0.7642488076647274,0.7642235776422358,0.6184098389395013
epsilon,5,25,2,5,0.7606563113104983,0.7606560054157256,0.7606563113104983,0.7606555576593264,0.760658795004489,0.7606563113104983,0.613756672497071
epsilon,5,50,2,1,0.7553437644616212,0.7553438292855134,0.7553437644616212,0.7553427600341711,0.7553451613555966,0.7553437644616212,0.606870080351365
epsilon,5,50,2,2,0.7534610088872199,0.7534601716209223,0.7534610088872199,0.7534434599234355,0.7535310757037326,0.7534610088872199,0.6044245398187295
epsilon,5,50,2,3,0.7539125876744128,0.7539110247043188,0.7539125876744128,0.7539114271800937,0.7539125772054948,0.7539125876744128,0.6050236513094844
epsilon,5,50,2,4,0.7641485851414859,0.7641487407707304,0.7641485851414858,0.7641463554438299,0.7641589754703947,0.7641485851414859,0.6183151126068529
epsilon,5,50,2,5,0.7657798382964898,0.7657792093301228,0.7657798382964898,0.7657769707134783,0.7657912065842468,0.7657798382964898,0.6204535836026289
hepmass,100,10,1,1,0.8449541297491152,0.8449485724375336,0.8449541297491153,0.8448654858411655,0.8457271978725089,0.8449541297491152,0.7314192355755645
hepmass,100,10,1,2,0.843076001920201,0.8430728202196678,0.8430760019202012,0.8430349453395438,0.8434255436350798,0.843076001920201,0.7286697581947231
hepmass,100,10,1,3,0.8442278393153723,0.8442482704151746,0.8442278393153723,0.8441792552348902,0.8447193465820694,0.8442278393153723,0.7303774040985239
hepmass,100,10,1,4,0.8441822422338117,0.844181013566202,0.8441822422338117,0.8441345798607673,0.8445999731600194,0.8441822422338117,0.7303151548941149
hepmass,100,10,1,5,0.8439963012889361,0.8439825538641464,0.8439963012889361,0.8439343731290199,0.8445004993142124,0.8439963012889361,0.7300214138575388
hepmass,100,25,1,1,0.8451757182725416,0.8451699857376027,0.8451757182725416,0.8450815750062237,0.8459990933064561,0.8451757182725416,0.731744317062841
hepmass,100,25,1,2,0.8425964283688254,0.8425934014962746,0.8425964283688254,0.8425591186577706,0.8429121883635635,0.8425964283688254,0.7279583210157098
hepmass,100,25,1,3,0.8448213396995983,0.8448463542326441,0.8448213396995983,0.8447473778679515,0.8455555735792816,0.8448213396995983,0.7312323906877807
hepmass,100,25,1,4,0.8449439508238267,0.8449423760016845,0.8449439508238267,0.8448661330589591,0.8456326084005585,0.8449439508238267,0.7314170904366517
hepmass,100,25,1,5,0.8450983992229663,0.845082606305353,0.8450983992229663,0.8450178658173546,0.8457680906725483,0.8450983992229663,0.7316484878520358
hepmass,100,50,1,1,0.8451961652822139,0.8451905476770479,0.8451961652822139,0.8451057434104565,0.8459867450422092,0.8451961652822139,0.731779779702459
hepmass,100,50,1,2,0.8426922477364462,0.8426892880564677,0.8426922477364462,0.8426565804696114,0.8429941691593774,0.8426922477364462,0.7281034822550909
hepmass,100,50,1,3,0.8444476013050335,0.8444700423577683,0.8444476013050335,0.8443885156938478,0.8450394290623668,0.8444476013050335,0.730692389449701
hepmass,100,50,1,4,0.8441831949650062,0.8441819922248508,0.8441831949650062,0.8441375170776997,0.8445834438666566,0.8441831949650062,0.7303191450980102
hepmass,100,50,1,5,0.8447445102014218,0.8447286358718276,0.8447445102014218,0.8446629819048432,0.8454204723484736,0.8447445102014218,0.7311168327462075
hepmass,10,10,10,1,0.8452170878037392,0.8452083650082092,0.8452170878037392,0.8450001980608728,0.8471331409537023,0.8452170878037392,0.7316477044341109
hepmass,10,10,10,2,0.8404135582975043,0.8404092835604933,0.8404135582975043,0.8403385767778659,0.8410411573680272,0.8404135582975043,0.7246576893244708
hepmass,10,10,10,3,0.8411220923248244,0.8411423388782837,0.8411220923248244,0.8410734586381552,0.8416008896558601,0.8411220923248244,0.7257402983625543
hepmass,10,10,10,4,0.8371525151150804,0.8371518158765723,0.8371525151150805,0.8371363035731092,0.8372846907637084,0.8371525151150804,0.7198955545527214
hepmass,10,10,10,5,0.8388549216735145,0.8388453730729211,0.8388549216735145,0.8388232600598584,0.8390919567404691,0.8388549216735145,0.7223995878219571
hepmass,10,25,10,1,0.8449626889624664,0.8449545218457937,0.8449626889624664,0.8447721362277589,0.8466396076151286,0.8449626889624664,0.731300463921848
hepmass,10,25,10,2,0.8403082046644487,0.8403044690445757,0.8403082046644487,0.8402507845039815,0.8407867684323315,0.8403082046644487,0.7245234153662917
hepmass,10,25,10,3,0.8419425053057504,0.8419633266727004,0.8419425053057504,0.8418911912737521,0.8424495821262971,0.8419425053057504,0.7269592251230835
hepmass,10,25,10,4,0.8377222483694006,0.8377218440752547,0.8377222483694006,0.8377168012820895,0.8377663694386025,0.8377222483694006,0.7207522443585626
hepmass,10,25,10,5,0.8404735834212507,0.8404588871737977,0.8404735834212507,0.8404015083471096,0.8410444531233071,0.8404735834212507,0.7247532540293465
hepmass,10,50,10,1,0.8453621189188573,0.8453536849578058,0.8453621189188573,0.8451594894398078,0.8471532835273453,0.8453621189188573,0.7318835877709576
hepmass,10,50,10,2,0.8397599844019418,0.8397564832104133,0.8397599844019418,0.839709314824387,0.840179442694624,0.8397599844019418,0.7237172269354039
hepmass,10,50,10,3,0.8431423771668722,0.8431692814497243,0.8431423771668723,0.8430553543025339,0.843986619468962,0.8431423771668722,0.7287027446866597
hepmass,10,50,10,4,0.838837896598178,0.8388370878816671,0.838837896598178,0.8388164688894928,0.8390157135983526,0.838837896598178,0.7223852174147466
hepmass,10,50,10,5,0.8380948213288533,0.8380861719965199,0.8380948213288533,0.8380684914718584,0.8382882037522137,0.8380948213288533,0.7212794648744499
hepmass,10,10,1,1,0.8450915526745878,0.8450832621644007,0.8450915526745879,0.8448953870702218,0.8468205275940985,0.8450915526745878,0.7314863303241271
hepmass,10,10,1,2,0.8375575690864792,0.8375555685154105,0.8375575690864792,0.837540566348743,0.8376928511548775,0.8375575690864792,0.7204941512796921
hepmass,10,10,1,3,0.8411850176667665,0.8412060042385248,0.8411850176667665,0.8411325888039769,0.8416990084679169,0.8411850176667665,0.7258289512395266
hepmass,10,10,1,4,0.8392933021091563,0.8392921668836864,0.8392933021091563,0.8392513171710203,0.8396446885625858,0.8392933021091563,0.7230347650040281
hepmass,10,10,1,5,0.8382356158858119,0.83822858518809,0.8382356158858119,0.8382178580449459,0.8383624363006769,0.8382356158858119,0.7214986020800139
hepmass,10,25,1,1,0.8443806624545827,0.8443723902983706,0.8443806624545827,0.8441844662986151,0.8460983592538519,0.8443806624545827,0.7304214667611686
hepmass,10,25,1,2,0.8379575315214733,0.8379550998776533,0.8379575315214733,0.8379326167209027,0.8381580748023048,0.8379575315214733,0.7210763304744117
hepmass,10,25,1,3,0.8418252353503131,0.8418493443926369,0.8418252353503131,0.8417554089378709,0.8425023101347867,0.8418252353503131,0.7267597698524303
hepmass,10,25,1,4,0.8385411208310865,0.8385404129681922,0.8385411208310865,0.838524650599564,0.8386771485837188,0.8385411208310865,0.7219514317922403
hepmass,10,25,1,5,0.8382313349702286,0.8382194529804883,0.8382313349702286,0.8381829359593266,0.8385999820183383,0.8382313349702286,0.7214543444504862
hepmass,10,50,1,1,0.8444496116732454,0.8444414720622035,0.8444496116732455,0.8442597095272685,0.8461126780375576,0.8444496116732454,0.7305328083189874
hepmass,10,50,1,2,0.8373077713320847,0.8373056543790305,0.8373077713320847,0.8372887375747786,0.8374592370330125,0.8373077713320847,0.720121966753208
hepmass,10,50,1,3,0.8417661236654583,0.8417880222422676,0.8417661236654583,0.8417090085886936,0.8423259828200615,0.8417661236654583,0.7266885306836421
hepmass,10,50,1,4,0.8379990167814073,0.8379981865328833,0.8379990167814073,0.8379763214113007,0.8381859826877529,0.8379990167814073,0.7211402108531968
hepmass,10,50,1,5,0.8384567965242771,0.8384489965963449,0.8384567965242771,0.8384352135237167,0.8386136522001012,0.8384567965242771,0.7218217013553784
hepmass,10,10,5,1,0.8451576488221334,0.8451496605188453,0.8451576488221334,0.8449755410955209,0.8467623874808278,0.8451576488221334,0.7316035736809638
hepmass,10,10,5,2,0.8397204172003869,0.8397168874828598,0.8397204172003869,0.8396689134794448,0.8401467183915782,0.8397204172003869,0.723657389247435
hepmass,10,10,5,3,0.8423610541710921,0.8423854740916654,0.8423610541710921,0.8422895810445858,0.8430565115428627,0.8423610541710921,0.7275567462358417
hepmass,10,10,5,4,0.838181464805157,0.8381805518382288,0.838181464805157,0.8381540766782204,0.8384077603575892,0.838181464805157,0.7214045191744937
hepmass,10,10,5,5,0.8385690516440143,0.8385592155376792,0.8385690516440143,0.8385354793852688,0.8388205811651873,0.8385690516440143,0.7219732966930421
hepmass,10,25,5,1,0.8450482810959787,0.845039846894734,0.8450482810959787,0.8448452296902749,0.846837905608705,0.8450482810959787,0.7314125779209592
hepmass,10,25,5,2,0.8387822454815924,0.8387792484989998,0.8387822454815923,0.8387447784420745,0.8390882621151687,0.8387822454815924,0.7222827205203763
hepmass,10,25,5,3,0.8424401875556555,0.8424655424564088,0.8424401875556555,0.8423629257600522,0.8431894600521987,0.8424401875556555,0.7276671532593513
hepmass,10,25,5,4,0.8388698130931943,0.8388688421959436,0.8388698130931943,0.8388389865663144,0.8391263322204023,0.8388698130931943,0.7224205919017351
hepmass,10,25,5,5,0.838346919690975,0.8383377478886829,0.838346919690975,0.8383175148601404,0.8385649790821108,0.838346919690975,0.7216491965229739
hepmass,10,50,5,1,0.8454624519198077,0.8454539309038678,0.8454624519198077,0.8452557692718907,0.8472915830211798,0.8454624519198077,0.7320288034223643
hepmass,10,50,5,2,0.8404025938922542,0.8403982938524039,0.8404025938922542,0.8403267233571103,0.841037657142271,0.8404025938922542,0.7246402499453051
hepmass,10,50,5,3,0.8418090273076916,0.8418371682820815,0.8418090273076916,0.841712661883864,0.8427285263917623,0.8418090273076916,0.7267004997551695
hepmass,10,50,5,4,0.8380495115347165,0.8380487958777101,0.8380495115347165,0.8380326275774708,0.8381883546416851,0.8380495115347165,0.7212223845330027
hepmass,10,50,5,5,0.8383607137522986,0.8383523207763554,0.8383607137522987,0.8383358909550566,0.8385427649100398,0.8383607137522986,0.7216752984967317
hepmass,50,10,1,1,0.8454676825501891,0.8454613616768725,0.845467682550189,0.8453535948251151,0.846470595283966,0.8454676825501891,0.7321564111585886
hepmass,50,10,1,2,0.842615973612967,0.842612858324916,0.842615973612967,0.8425764811626157,0.8429505555315455,0.842615973612967,0.7279847054433664
hepmass,50,10,1,3,0.8438817499346911,0.8439047693660938,0.843881749934691,0.8438191986099585,0.8445031382621363,0.8438817499346911,0.7298407572286582
hepmass,50,10,1,4,0.844280849912444,0.8442794057317968,0.844280849912444,0.8442151016179784,0.8448585985867963,0.844280849912444,0.7304393996125348
hepmass,50,10,1,5,0.8431229945099636,0.8431100122620101,0.8431229945099638,0.8430672675930581,0.8435708183480413,0.8431229945099636,0.7287234161202308
hepmass,50,25,1,1,0.8457777162782448,0.845771780895554,0.8457777162782448,0.845677234710988,0.8466622611871538,0.8457777162782448,0.7326392019568578
hepmass,50,25,1,2,0.8423275620835612,0.8423245765181719,0.8423275620835612,0.8422911912778124,0.8426344789503981,0.8423275620835612,0.7275582312202977
hepmass,50,25,1,3,0.84391464272707,0.843938030597235,0.84391464272707,0.843849991683392,0.8445558928496204,0.84391464272707,0.7298871673749093
hepmass,50,25,1,4,0.8458080780172521,0.8458065574724081,0.8458080780172521,0.8457359245367021,0.8464515732177682,0.8458080780172521,0.732720578313741
hepmass,50,25,1,5,0.8438264916374693,0.8438121880205618,0.8438264916374693,0.8437595340922096,0.8443725236929313,0.8438264916374693,0.729760971597347
hepmass,50,50,1,1,0.8454505641234866,0.8454442572948255,0.8454505641234866,0.8453369669586066,0.8464489515895398,0.8454505641234866,0.7321313671388467
hepmass,50,50,1,2,0.8424090800530296,0.8424059323469794,0.8424090800530295,0.8423687171910547,0.8427504830734628,0.8424090800530296,0.7276747712819914
hepmass,50,50,1,3,0.8441310677667796,0.8441544517061724,0.8441310677667796,0.8440665305754755,0.8447724792952785,0.8441310677667796,0.7302111949868898
hepmass,50,50,1,4,0.8452283410853895,0.8452267455428522,0.8452283410853895,0.8451486129240277,0.8459358780411991,0.8452283410853895,0.7318409673804018
hepmass,50,50,1,5,0.844575176207242,0.8445586729147307,0.844575176207242,0.8444871368770219,0.8453059895251999,0.844575176207242,0.7308548691578466
hepmass,5,10,10,1,0.8418052902595676,0.8417978016169185,0.8418052902595676,0.8416416915617635,0.8432005841600029,0.8418052902595676,0.7266165936586599
hepmass,5,10,10,2,0.8327461020347553,0.8327421183040954,0.8327461020347553,0.8326777907503748,0.8332783830307648,0.8327461020347553,0.7133383670908837
hepmass,5,10,10,3,0.8380068111915581,0.8380216369951969,0.8380068111915581,0.8379812296625946,0.8382643151744843,0.8380068111915581,0.7211445616390902
hepmass,5,10,10,4,0.8284964758473115,0.8284964421153463,0.8284964758473115,0.8284964264160397,0.8284967503530024,0.8284964758473115,0.7072077870986961
hepmass,5,10,10,5,0.8373318670404699,0.8373134044009072,0.8373318670404699,0.8372171929669517,0.8382286096758995,0.8373318670404699,0.7200399670013671
hepmass,5,25,10,1,0.8411390981537301,0.8411316477097041,0.8411390981537302,0.8409764753059505,0.8425173878121076,0.8411390981537301,0.7256255095614135
hepmass,5,25,10,2,0.832776611684147,0.8327725348949075,0.832776611684147,0.8327051100576157,0.8333342195037732,0.832776611684147,0.7133791581544534
hepmass,5,25,10,3,0.8384649267491815,0.8384929960814942,0.8384649267491815,0.8383670143818165,0.8393713772648007,0.8384649267491815,0.7217279054026466
hepmass,5,25,10,4,0.828948546799109,0.8289483281851817,0.828948546799109,0.8289468395341881,0.8289610259975377,0.828948546799109,0.7078648164651197
hepmass,5,25,10,5,0.8385167293424418,0.8384984436456814,0.8385167293424418,0.8384050078926835,0.8393993984031387,0.8385167293424418,0.7217980274517589
hepmass,5,50,10,1,0.8412888843873767,0.8412810561696308,0.8412888843873767,0.8411096085706176,0.8428121075082913,0.8412888843873767,0.7258272174912638
hepmass,5,50,10,2,0.8331727604129672,0.8331677639395706,0.8331727604129672,0.8330659064983468,0.834012927954866,0.8331727604129672,0.7139165345572942
hepmass,5,50,10,3,0.8383548074007829,0.838389203315945,0.8383548074007829,0.8382056013076133,0.839711291606657,0.8383548074007829,0.7214977753333175
hepmass,5,50,10,4,0.8287379932051211,0.8287379450664862,0.8287379932051211,0.8287378991112726,0.8287385685653669,0.8287379932051211,0.7075597658782606
hepmass,5,50,10,5,0.8378008651254736,0.8377857522220535,0.8378008651254736,0.8377235000412139,0.8383999755869724,0.8378008651254736,0.7207806627402501
hepmass,5,10,20,1,0.8411657268174895,0.8411587494662818,0.8411657268174895,0.8410230233484638,0.8423736925060362,0.8411657268174895,0.7256906279659265
hepmass,5,10,20,2,0.8302557519031586,0.8302539395322517,0.8302557519031586,0.8302411259733342,0.8303641681130031,0.8302557519031586,0.7097576338375137
hepmass,5,10,20,3,0.837843300643936,0.8378663332157783,0.837843300643936,0.8377782090968653,0.8384552574339921,0.837843300643936,0.7208501021166807
hepmass,5,10,20,4,0.8290905037470918,0.82909028211124,0.8290905037470918,0.8290887512857658,0.829103338474293,0.8290905037470918,0.7080718158787725
hepmass,5,10,20,5,0.8353902339948458,0.8353769232387149,0.8353902339948458,0.8353288939378372,0.8358501014446655,0.8353902339948458,0.7172391127535842
hepmass,5,25,20,1,0.8412023412301587,0.8411952525194496,0.8412023412301587,0.8410551063700304,0.842449536738314,0.8412023412301587,0.7257393473957355
hepmass,5,25,20,2,0.8338234740288993,0.8338170995951311,0.8338234740288993,0.8336506532342483,0.8351972130131252,0.8338234740288993,0.714789912678096
hepmass,5,25,20,3,0.83860078828292,0.8386310990917616,0.83860078828292,0.8384860665557681,0.8396567773816408,0.83860078828292,0.7219072999651068
hepmass,5,25,20,4,0.828658440150379,0.8286582286213982,0.8286584401503791,0.8286568370788594,0.8286701075174792,0.828658440150379,0.7074419579061008
hepmass,5,25,20,5,0.8389110492333831,0.8388931411302858,0.8389110492333831,0.8388040541349187,0.8397582940753845,0.8389110492333831,0.722388611121113
hepmass,5,50,20,1,0.8410069058586389,0.8410001099767251,0.8410069058586388,0.8408713523751561,0.8421519721364057,0.8410069058586389,0.725463340223054
hepmass,5,50,20,2,0.8328428748289195,0.8328376025746915,0.8328428748289195,0.8327237381140811,0.8337779079075127,0.8328428748289195,0.7134168137757938
hepmass,5,50,20,3,0.8382995093730157,0.8383283797601866,0.8382995093730157,0.8381956017921637,0.8392575031805495,0.8382995093730157,0.7214749363304478
hepmass,5,50,20,4,0.8285093377184375,0.8285091262223002,0.8285093377184375,0.8285077337516373,0.8285209959673174,0.8285093377184375,0.7072246412603974
hepmass,5,50,20,5,0.8387455204974995,0.8387301562507607,0.8387455204974995,0.8386660913280328,0.8393667702352617,0.8387455204974995,0.7221777260556327
hepmass,5,10,2,1,0.8400791822337359,0.8400716825718739,0.8400791822337359,0.8399133180604186,0.841471470102733,0.8400791822337359,0.7240449136437679
hepmass,5,10,2,2,0.8336399394192774,0.8336349844716602,0.8336399394192774,0.8335351373603532,0.8344673045385647,0.8336399394192774,0.714605498752516
hepmass,5,10,2,3,0.8372469400168945,0.8372745619206515,0.8372469400168945,0.8371515165233253,0.8381220234596408,0.8372469400168945,0.7199278834173435
hepmass,5,10,2,4,0.8289085320889393,0.8289084288721142,0.8289085320889394,0.8289081355154492,0.828911270697946,0.8289085320889393,0.707808064391218
hepmass,5,10,2,5,0.8394518715687272,0.839433203874429,0.8394518715687272,0.8393362062581813,0.8403748451193295,0.8394518715687272,0.7231802061663335
hepmass,5,25,2,1,0.8415275913375054,0.8415203840374132,0.8415275913375054,0.841375727646855,0.8428183588169631,0.8415275913375054,0.7262178292915471
hepmass,5,25,2,2,0.8339145262638027,0.8339095021481735,0.8339145262638027,0.8338069728907567,0.8347659738725288,0.8339145262638027,0.7150057334552683
hepmass,5,25,2,3,0.8387547646878236,0.8387945770234433,0.8387547646878236,0.8385536513423514,0.8405717319146989,0.8387547646878236,0.722023024334811
hepmass,5,25,2,4,0.8278933970011833,0.8278934271444705,0.8278933970011833,0.8278933735436806,0.827893661229259,0.8278933970011833,0.7063294013448513
hepmass,5,25,2,5,0.8376905126348845,0.8376734575349911,0.8376905126348845,0.8375925184177884,0.8384552883508326,0.8376905126348845,0.7205915079596495
hepmass,5,50,2,1,0.8416260222910447,0.8416177951300077,0.8416260222910447,0.8414285173442403,0.8433112398941227,0.8416260222910447,0.7263060246165955
hepmass,5,50,2,2,0.8331641795740757,0.8331594926046766,0.8331641795740756,0.8330700747226724,0.8339030127527782,0.8331641795740757,0.7139199016151291
hepmass,5,50,2,3,0.8385149809984536,0.8385398123578172,0.8385149809984535,0.838439136102731,0.839226271161193,0.8385149809984536,0.7218310296678923
hepmass,5,50,2,4,0.8279248371306023,0.8279248168968769,0.8279248371306023,0.8279248166059867,0.8279249295599641,0.8279248371306023,0.7063751887483588
hepmass,5,50,2,5,0.8366435909461489,0.8366313209428253,0.8366435909461489,0.8365915919777587,0.8370350836866108,0.8366435909461489,0.7191006250600075
higgs,100,10,1,1,0.6877759247877712,0.6813009999829653,0.6877759247877712,0.6805970505837181,0.6908081293443059,0.6877759247877712,0.5210874973997762
higgs,100,10,1,2,0.6898096177201724,0.6830027560113403,0.6898096177201724,0.6823125255548503,0.6930668598755318,0.6898096177201724,0.5233113490146131
higgs,100,10,1,3,0.6887149672915075,0.6817225109604755,0.6887149672915075,0.6808100165353712,0.6924682263219751,0.6887149672915075,0.5217552891244491
higgs,100,10,1,4,0.6853220538464827,0.6780927784978714,0.6853220538464827,0.6769402037553789,0.6893415172909619,0.6853220538464827,0.5175666637222388
higgs,100,10,1,5,0.6878736913990134,0.6814154708025275,0.6878736913990134,0.6807644008261287,0.6907769114260868,0.6878736913990134,0.521263722950028
higgs,100,25,1,1,0.6878848648643742,0.6814713991096484,0.6878848648643742,0.6808091191546326,0.6908106585373629,0.6878848648643742,0.5212785279625438
higgs,100,25,1,2,0.6895211252480512,0.6826983425269949,0.6895211252480512,0.6819926351115199,0.6927919840074286,0.6895211252480512,0.5229595207358817
higgs,100,25,1,3,0.6890434398078663,0.6819997960579229,0.6890434398078663,0.6810571389431448,0.6929204505634262,0.6890434398078663,0.5220793879784584
higgs,100,25,1,4,0.6851751634212826,0.6780041145136313,0.6851751634212826,0.6768932296662801,0.689065790500743,0.6851751634212826,0.517463681234857
