dataset,algorithm,num_rotations,fold,train_time,predict_time,accuracy,balanced_accuracy,f1_micro,f1_macro,precision,recall,jaccard
poker-hand,ranf,500,4,75385344192.0,33019.0,0.5090681157440831,0.1132149446494465,0.5090681157440831,0.0789717978065679,0.48784767758099895,0.5090681157440831,0.2626508451624927
poker-hand,ranf,500,5,76542519384.0,34542.0,0.5139748146198061,0.10293489445737633,0.5139748146198061,0.07340051077198587,0.5107800794611159,0.5139748146198061,0.26915943887890387
poker-hand,rotf,10,1,51715579101.0,10652.0,0.6300128418595794,0.14504156877355903,0.6300128418595794,0.1318992660525405,0.6078347880079918,0.6300128418595794,0.42152155210351716
poker-hand,rotf,10,2,38950689880.0,8974.0,0.6073354855699363,0.1249927661580184,0.6073354855699363,0.11123348300909468,0.589644836222283,0.6073354855699363,0.39226281102518007
poker-hand,rotf,10,3,38836648080.0,8860.0,0.6606672648188964,0.1379581230630446,0.6606672648188964,0.12851641553759158,0.6298931880532052,0.6606672648188964,0.4624668480746794
poker-hand,rotf,10,4,37149894240.0,8985.0,0.5796361719985166,0.11848061954715397,0.5796361719985166,0.10199997179646207,0.5557793490953065,0.5796361719985166,0.3587015164034757
poker-hand,rotf,10,5,36463800891.0,9107.0,0.6455433961344414,0.13453049102739534,0.6455433961344414,0.12415166450707263,0.6282524611804238,0.6455433961344414,0.4415010765397827
poker-hand,rotf,100,1,353357388961.0,34859.0,0.5845731668611663,0.13309512087551412,0.5845731668611663,0.11484090286862224,0.5354745539984356,0.5845731668611663,0.3668559726440956
poker-hand,rotf,100,2,313025350794.0,23592.0,0.5652352017477982,0.11497087458944788,0.5652352017477982,0.09599953261784529,0.5036766903215244,0.5652352017477982,0.3427550971372406
poker-hand,rotf,100,3,284985073045.0,23206.0,0.5858510991047221,0.12009807123820719,0.5858510991047221,0.10384193230534478,0.539871779293439,0.5858510991047221,0.36804631618401484
poker-hand,rotf,100,4,309900004184.0,21980.0,0.5614984482657662,0.11405437270268397,0.5614984482657662,0.09458849699291746,0.49118097881332223,0.5614984482657662,0.3390941977257278
poker-hand,rotf,100,5,324550766741.0,22278.0,0.5657949255404714,0.11560661701221409,0.5657949255404714,0.09680984455698904,0.5076110721029854,0.5657949255404714,0.34362976410895213
poker-hand,rotf,50,1,199693926568.0,19650.0,0.5702811048882075,0.1293517873202142,0.5702811048882075,0.10911557205123255,0.5190539928838389,0.5702811048882075,0.3485205665141841
poker-hand,rotf,50,2,177071189152.0,16846.0,0.5951145529557491,0.1220610348379596,0.5951145529557491,0.1068161661988121,0.558941623903404,0.5951145529557491,0.3783944771327312
poker-hand,rotf,50,3,168348327749.0,16938.0,0.5889523883828435,0.12083340052315505,0.5889523883828435,0.10494118140026132,0.544746274361262,0.5889523883828435,0.3718220569749998
poker-hand,rotf,50,4,178055475941.0,17529.0,0.570730778990104,0.11624461685537132,0.570730778990104,0.09801423497871053,0.5188387177108074,0.570730778990104,0.3488402722393863
poker-hand,rotf,50,5,167755557801.0,16286.0,0.5858587828121573,0.12034489506947402,0.5858587828121573,0.10409136335419036,0.5379891640206562,0.5858587828121573,0.36848519804420726
susy,pcard,10,1,357054297001.0,10499.0,0.7238833167750858,0.7032479818650128,0.7238833167750858,0.6959202324860285,0.7686312413828856,0.7238833167750858,0.55058384988582
susy,pcard,10,2,84185042154.0,4875.0,0.7070194302433876,0.6848447645298076,0.7070194302433876,0.6738948825374007,0.755240480845172,0.7070194302433876,0.527625766903648
susy,pcard,10,3,78515439912.0,4210.0,0.7388193345245511,0.7238297801773126,0.7388193345245511,0.7230356576829536,0.757688096851272,0.7388193345245511,0.5772855430428406
susy,pcard,10,4,78220864553.0,4003.0,0.7393116390105274,0.7238775160293157,0.7393116390105274,0.7229119263664185,0.7595935235739693,0.7393116390105274,0.5774741188669398
susy,pcard,10,5,77010374626.0,3917.0,0.7229990180642152,0.7037055679407662,0.7229990180642151,0.6982676020798315,0.7578261368717867,0.7229990180642152,0.5519410998276657
susy,ranf,100,1,43698120428.0,7772.0,0.7763658058042067,0.7674295932883523,0.7763658058042067,0.7696686276349305,0.781605245217355,0.7763658058042067,0.631635073537024
susy,ranf,100,2,21156475730.0,4758.0,0.7769019534169808,0.7686389160458765,0.7769019534169809,0.7708519847877321,0.7808114625220205,0.7769019534169808,0.6328391503727622
susy,ranf,100,3,19313358381.0,2023.0,0.7764556837986716,0.7682966428901632,0.7764556837986716,0.7704672225585587,0.7803482056400579,0.7764556837986716,0.6322569565323122
susy,ranf,100,4,18316563977.0,2021.0,0.776402342001516,0.7682046441292414,0.776402342001516,0.7703924181679213,0.7802415697745579,0.776402342001516,0.6321956282833576
susy,ranf,100,5,18888583921.0,1798.0,0.7774839421969136,0.7697735610544689,0.7774839421969137,0.7719289262892268,0.7805187106103012,0.7774839421969136,0.6339671308060928
susy,ranf,200,1,117534678334.0,13366.0,0.7768560630644573,0.7685452939443043,0.7768560630644573,0.7707481911656343,0.7809607114868722,0.7768560630644573,0.6327126739761036
susy,ranf,200,2,38769610881.0,3287.0,0.7772507064997981,0.7689356124694844,0.7772507064997981,0.771161478423237,0.7812672400559552,0.7772507064997981,0.633270675954218
susy,ranf,200,3,38606151029.0,2830.0,0.7765186776882642,0.7681361776886219,0.7765186776882642,0.7703295472346461,0.7808047823735967,0.7765186776882642,0.632194176062684
susy,ranf,200,4,41256958497.0,2432.0,0.7763512721890825,0.7682055114177586,0.7763512721890826,0.7703865665704885,0.7801009487271874,0.7763512721890825,0.6321609652613671
susy,ranf,200,5,34504298857.0,2384.0,0.7763368490171133,0.7680240688167789,0.7763368490171133,0.7702335071356681,0.7802787601158757,0.7763368490171133,0.6320605709296402
susy,ranf,500,1,135845768708.0,7218.0,0.7765774851100583,0.7680045489989522,0.7765774851100583,0.7702247181631641,0.7811367945327392,0.7765774851100583,0.6321669840320128
susy,ranf,500,2,103464415023.0,5978.0,0.7767690475143598,0.7686052472357927,0.7767690475143598,0.7708045214942416,0.7805054210920117,0.7767690475143598,0.6327256137343344
susy,ranf,500,3,104558447647.0,6310.0,0.7764866807919631,0.7682213876815664,0.7764866807919631,0.7704032639131936,0.7805640386778864,0.7764866807919631,0.6322289462867099
susy,ranf,500,4,99835108164.0,6446.0,0.7767838635414612,0.7687169210209717,0.7767838635414612,0.7708976278292587,0.7804248989629872,0.7767838635414612,0.6327877602797161
susy,ranf,500,5,99512710109.0,5798.0,0.776598097987382,0.7682642786502062,0.776598097987382,0.7704813279840574,0.7805895471146216,0.776598097987382,0.632395052126552
susy,rotf,10,1,74355564384.0,4306.0,0.7835146284698291,0.7761899552563549,0.7835146284698291,0.7784013903437939,0.7860947651110852,0.7835146284698291,0.6423300873710751
susy,rotf,10,2,49525183813.0,2857.0,0.7826047004065162,0.7743671691222856,0.7826047004065162,0.7766785397473728,0.7869143672536437,0.7826047004065162,0.6404547366497738
susy,rotf,10,3,50184888123.0,3052.0,0.7846792670962374,0.7763261565644908,0.7846792670962374,0.7787211238399485,0.7890873847535168,0.7846792670962374,0.643240572291049
susy,rotf,10,4,63681575221.0,3376.0,0.7848194303280945,0.7771963603932004,0.7848194303280944,0.7794900044825901,0.7878910208149934,0.7848194303280945,0.6439173954888655
susy,rotf,10,5,66745024217.0,2983.0,0.7842655851837914,0.7760266112861216,0.7842655851837914,0.7783006491823953,0.7892842301813064,0.7842655851837914,0.6425238276656184
susy,rotf,100,1,855773753822.0,8462.0,0.7851597694605096,0.7767232051203002,0.7851597694605096,0.7791573293756417,0.7895851827953031,0.7851597694605096,0.6438810975945043
susy,rotf,100,2,450584083132.0,21108.0,0.7863352610393631,0.7784560661280264,0.7863352610393631,0.7807929450923008,0.7902054939722166,0.7863352610393631,0.6457207646315803
susy,rotf,100,3,332033621177.0,6119.0,0.7864854242319081,0.7786943139134697,0.7864854242319081,0.7810388613319219,0.790019974599115,0.7864854242319081,0.6460345364149189
susy,rotf,100,4,343269337266.0,21780.0,0.7860320734595376,0.7776511229789419,0.7860320734595376,0.7800953065547088,0.7904122000054481,0.7860320734595376,0.6450947956167626
susy,rotf,100,5,339672709428.0,5865.0,0.7853155070151593,0.7772025067725439,0.7853155070151593,0.7794859072736241,0.7901427702081333,0.7853155070151593,0.6440284137338163
susy,rotf,50,1,326943108423.0,9572.0,0.7851577717179588,0.7769835437558839,0.7851577717179588,0.7793793692525717,0.7891231104806565,0.7851577717179588,0.6440439461090754
susy,rotf,50,2,308634767047.0,9781.0,0.7861574726075969,0.778430443925445,0.7861574726075969,0.7807387143499067,0.7897628141749556,0.7861574726075969,0.6455735936322985
susy,rotf,50,3,509303267190.0,4133.0,0.786813452770391,0.7792685520960071,0.786813452770391,0.7815735775092164,0.7899737403469204,0.786813452770391,0.6466254807173722
susy,rotf,50,4,512151089371.0,4299.0,0.7857176474122436,0.7776443176767309,0.7857176474122436,0.7800348407650899,0.7895475141721447,0.7857176474122436,0.64486163888453
susy,rotf,50,5,184046785419.0,3064.0,0.785733874341672,0.7772111511635259,0.7857338743416719,0.7795428270722987,0.7914260942277639,0.785733874341672,0.6443134622122052
