dataset,algorithm,num_rotations,fold,train_time,predict_time,accuracy,balanced_accuracy,f1_micro,f1_macro,precision,recall,jaccard
covtype,rotf,50,5,198697318513.0,30694.0,0.7210183856078253,0.4008921795167998,0.7210183856078254,0.4036090181805632,0.6925885398005753,0.7210183856078253,0.556233257237661
epsilon,pcard,10,1,1647652214572.0,2031474.0,0.7859143255428435,0.7859137655909404,0.7859143255428435,0.7858971108909965,0.7860047858853806,0.7859143255428435,0.6473111276988148
epsilon,pcard,10,2,1519779593019.0,1903035.0,0.7831331318832255,0.7831276807577129,0.7831331318832255,0.7831252760942258,0.7831588448531795,0.7831331318832255,0.6435582989319462
epsilon,pcard,10,3,1249632653370.0,1582349.0,0.7825825976039817,0.7826156767497394,0.7825825976039819,0.7825822155752284,0.7826439146440203,0.7825825976039817,0.6428243802463739
epsilon,pcard,10,4,1355166298932.0,1620231.0,0.784313969864277,0.7842917961847944,0.7843139698642769,0.7842988847687015,0.7843153892517128,0.784313969864277,0.6451587931529744
epsilon,pcard,10,5,1514583782438.0,1817112.0,0.7840642325558164,0.7840568333220936,0.7840642325558164,0.7840570146772845,0.7840807027156055,0.7840642325558164,0.6448184801726925
epsilon,ranf,100,1,34748817088.0,55836.0,0.7225187436422319,0.7225184988749358,0.7225187436422319,0.7225144286601722,0.7225320128676972,0.7225187436422319,0.5655766450939227
epsilon,ranf,100,2,14842679591.0,27394.0,0.7232849686586919,0.7232810364099136,0.7232849686586919,0.7232793459863801,0.7232936462497968,0.7232849686586919,0.5665164907409431
epsilon,ranf,100,3,14103918624.0,24951.0,0.7292474301578171,0.7292437929569556,0.729247430157817,0.7292380368463447,0.7292555958069811,0.7292474301578171,0.5738759812626747
epsilon,ranf,100,4,13927364084.0,25705.0,0.728429527524708,0.7284880881016647,0.7284295275247081,0.7284195227548056,0.7285932243885256,0.728429527524708,0.572836769192248
epsilon,ranf,100,5,14132212375.0,23833.0,0.7243269566954698,0.7243205889126375,0.7243269566954699,0.7243199061301494,0.7243342866876743,0.7243269566954698,0.5677958769761802
epsilon,ranf,200,1,37778029345.0,55898.0,0.7244653195524131,0.7244652380301828,0.7244653195524131,0.7244648220171104,0.7244667485287063,0.7244653195524131,0.5679694605796025
epsilon,ranf,200,2,19667151475.0,27252.0,0.7236096196588667,0.7236073641629086,0.7236096196588667,0.7236072801470882,0.7236116370564821,0.7236096196588667,0.5669175201952341
epsilon,ranf,200,3,20174386893.0,26074.0,0.7316484505915014,0.7316540181969968,0.7316484505915014,0.7316426118335089,0.7316662818810639,0.7316484505915014,0.576855686767853
epsilon,ranf,200,4,18935348020.0,26802.0,0.7288781983374254,0.7289313549471748,0.7288781983374253,0.7288710843987667,0.7290195032480633,0.7288781983374254,0.5733965788815534
epsilon,ranf,200,5,18412451352.0,25879.0,0.7258628440137855,0.7258540723317006,0.7258628440137856,0.7258511964298981,0.7258798713555805,0.7258628440137855,0.5696820900965459
epsilon,ranf,500,1,65969215950.0,53876.0,0.7303050472829568,0.7303048593245843,0.7303050472829566,0.7303025562076613,0.7303131076912196,0.7303050472829568,0.5751791297421298
epsilon,ranf,500,2,46207976953.0,39095.0,0.7264190994680718,0.726417829326002,0.7264190994680718,0.7264180346180762,0.7264193424359222,0.7264190994680718,0.5703749759348986
epsilon,ranf,500,3,45776571044.0,41054.0,0.7353750343896156,0.7353919162975244,0.7353750343896156,0.7353723854902519,0.7354085648368607,0.7353750343896156,0.5815016658662218
epsilon,ranf,500,4,44813971882.0,38713.0,0.7312337201041913,0.7312505205066893,0.7312337201041913,0.731233302633405,0.7312659948198199,0.7312337201041913,0.5763364250573291
epsilon,ranf,500,5,46544182423.0,39253.0,0.7277483642175715,0.7277440639111701,0.7277483642175716,0.7277444152373194,0.7277506767609996,0.7277483642175715,0.5720143334967156
epsilon,rotf,10,1,411363579560.0,1519131.0,0.7843445062604393,0.7843442278277015,0.7843445062604394,0.7843401713015745,0.7843666147056039,0.7843445062604393,0.6451982025521913
epsilon,rotf,10,2,345394416999.0,1528509.0,0.7681617261443948,0.7681633701330349,0.7681617261443948,0.7681615916414319,0.7681661229624211,0.7681617261443948,0.6235893659527174
epsilon,rotf,10,3,348133210274.0,1509288.0,0.7602731160743316,0.7602694202870348,0.7602731160743316,0.7602641145831136,0.76027933758007,0.7602731160743316,0.6132632572745591
epsilon,rotf,10,4,349576309175.0,1503004.0,0.7765743983449033,0.7766023790893328,0.7765743983449033,0.7765743533680921,0.7766322758059052,0.7765743983449033,0.6347532696218544
epsilon,rotf,10,5,358509674261.0,1508189.0,0.770266220468508,0.770263826292185,0.770266220468508,0.770264518115788,0.7702666538891267,0.770266220468508,0.6263678027702227
epsilon,rotf,100,1,3131964915854.0,10648945.0,0.8037977068079922,0.8037977131316578,0.8037977068079922,0.8037977063128805,0.8037977251171816,0.8037977068079922,0.6719580038057865
epsilon,rotf,100,2,2935691487370.0,10145331.0,0.80600854081862,0.8060067295872798,0.80600854081862,0.8060072572865675,0.8060107614657943,0.80600854081862,0.6750530840442522
epsilon,rotf,100,3,2929886877520.0,10099696.0,0.7994147512692894,0.7994117194785736,0.7994147512692894,0.799406719584254,0.7994193306431442,0.7994147512692894,0.665857973381153
epsilon,rotf,100,4,2893663070372.0,10061368.0,0.8058377057965777,0.8058556643093427,0.8058377057965777,0.805837285863114,0.805869242757308,0.8058377057965777,0.6748160250146553
epsilon,rotf,100,5,3134810663464.0,10311934.0,0.8013086259427601,0.8013040521031478,0.8013086259427601,0.8013052928878236,0.8013142423833517,0.8013086259427601,0.6684841836418365
epsilon,rotf,50,1,1850098577909.0,6871358.0,0.8024162658394766,0.8024160103470008,0.8024162658394765,0.8024129132101617,0.802436070926426,0.8024162658394766,0.6700255298120157
epsilon,rotf,50,2,1747772380826.0,6890269.0,0.8064330844342332,0.806430985539444,0.8064330844342332,0.8064315155491343,0.8064363172397003,0.8064330844342332,0.6756486292505193
epsilon,rotf,50,3,1736121170728.0,6830690.0,0.7986769376985219,0.7986865494422153,0.7986769376985219,0.7986726507846074,0.7986945413659227,0.7986769376985219,0.6648356898429862
epsilon,rotf,50,4,1569360161671.0,6932201.0,0.8034323317172876,0.8034394455096684,0.8034323317172876,0.8034301223284137,0.8034444630198992,0.8034323317172876,0.6714501553127156
epsilon,rotf,50,5,1692172575080.0,6828727.0,0.7950027471155287,0.7950017167975064,0.7950027471155287,0.7950019791856764,0.7950026503624773,0.7950027471155287,0.6597548441840626
hepmass,pcard,10,1,171688826811.0,4722.0,0.8118920945707065,0.811916463488232,0.8118920945707065,0.8108606252237794,0.8189195695626473,0.8118920945707065,0.682114214502308
hepmass,pcard,10,2,145956765040.0,4250.0,0.8131521699315499,0.8130935405409614,0.8131521699315499,0.8121930291334329,0.8195083797369185,0.8131521699315499,0.6840060282607122
hepmass,pcard,10,3,169367758546.0,4152.0,0.8187928285884802,0.8188116651454334,0.8187928285884802,0.8177953484762359,0.825986648684951,0.8187928285884802,0.691969593695192
hepmass,pcard,10,4,159383243619.0,4104.0,0.812901202589048,0.8129009923922688,0.812901202589048,0.8114339735408953,0.8229521294414354,0.812901202589048,0.6830296264043092
hepmass,pcard,10,5,143303763188.0,3970.0,0.8098953766744688,0.8099062121223585,0.8098953766744688,0.8085803911523312,0.8186837088256111,0.8098953766744688,0.6789645114054335
hepmass,ranf,100,1,39746120236.0,1969.0,0.8222956907204624,0.8222784331277939,0.8222956907204624,0.821799706630569,0.8258727305562727,0.8222956907204624,0.6976167870898274
hepmass,ranf,100,2,29540895110.0,1345.0,0.8213158449315618,0.8213601104712491,0.8213158449315618,0.8208169391169797,0.8250659562151466,0.8213158449315618,0.6961872800536102
hepmass,ranf,100,3,29823748557.0,1209.0,0.8228414057993725,0.822828454243961,0.8228414057993726,0.8223753101915523,0.8262272842991725,0.8228414057993725,0.6984386834124935
hepmass,ranf,100,4,30395556614.0,1196.0,0.8211481811037245,0.8211483049391828,0.8211481811037245,0.8206639102860542,0.8246552812453904,0.8211481811037245,0.6959752802735766
hepmass,ranf,100,5,29247711465.0,1128.0,0.82290658046218,0.8229001930997015,0.82290658046218,0.8224798589226848,0.8260224863953883,0.82290658046218,0.6985791856422057
hepmass,ranf,200,1,81293756142.0,2498.0,0.8198370655235273,0.8198199001291924,0.8198370655235273,0.8193395804959331,0.8233482553994682,0.8198370655235273,0.6940808774540957
hepmass,ranf,200,2,80124608393.0,2074.0,0.8212173727723052,0.821261042137438,0.8212173727723052,0.8207317537410357,0.824865421902243,0.8212173727723052,0.6960620347138208
hepmass,ranf,200,3,75556627162.0,2094.0,0.8220750339485107,0.8220617180150188,0.8220750339485107,0.8215802520088197,0.8256480081655664,0.8220750339485107,0.697299456616393
hepmass,ranf,200,4,87484559751.0,2081.0,0.8212840103268337,0.8212841381770208,0.8212840103268337,0.820768129286157,0.8250264663659086,0.8212840103268337,0.6961320353782067
hepmass,ranf,200,5,67734496891.0,2076.0,0.8232282271406897,0.8232216950073687,0.8232282271406897,0.8227827469195581,0.8264918059019954,0.8232282271406897,0.6990202154372235
hepmass,ranf,500,1,225943918982.0,6110.0,0.8220715737342505,0.8220545277992036,0.8220715737342505,0.8215870433751387,0.8255578403309857,0.8220715737342505,0.6973079674785452
hepmass,ranf,500,2,249797869223.0,5975.0,0.8208748609140214,0.8209190642947772,0.8208748609140214,0.8203761425577545,0.8246093590990469,0.8208748609140214,0.6955535943711041
hepmass,ranf,500,3,233294180448.0,5952.0,0.8227261404246624,0.8227130432754496,0.8227261404246624,0.8222492121829271,0.8261882714480933,0.8227261404246624,0.6982592841846638
hepmass,ranf,500,4,254955629988.0,5820.0,0.8214508181446872,0.8214509384242452,0.8214508181446872,0.8209948034075607,0.8247604739599698,0.8214508181446872,0.6964449550043261
hepmass,ranf,500,5,247162278879.0,5463.0,0.8222570924283895,0.8222505531859046,0.8222570924283895,0.8218081912481409,0.8255179932335648,0.8222570924283895,0.6976159764223754
hepmass,rotf,10,1,71567529263.0,1403.0,0.8449296029988851,0.8449417081102216,0.8449296029988851,0.8447223009796239,0.8468188225820078,0.8449296029988851,0.7312244572417036
hepmass,rotf,10,2,46349837207.0,1074.0,0.837734531427128,0.837721841201618,0.837734531427128,0.8376928964437282,0.8380423779670692,0.837734531427128,0.7207274246668954
hepmass,rotf,10,3,45061609529.0,881.0,0.8427489744001319,0.842756346002279,0.8427489744001319,0.8426182269715186,0.8439143318134822,0.8427489744001319,0.7280630990366332
hepmass,rotf,10,4,45138743189.0,857.0,0.8378118055135226,0.8378117772641345,0.8378118055135226,0.8377890016760252,0.8380017869396891,0.8378118055135226,0.7208626384157952
hepmass,rotf,10,5,46027677982.0,906.0,0.8396422145302338,0.8396447092037602,0.8396422145302338,0.8395843217348058,0.8401407999693289,0.8396422145302338,0.723531614809683
hepmass,rotf,100,1,452748411304.0,6511.0,0.8455277241276924,0.8455360367096443,0.8455277241276924,0.8454310910687646,0.8464194965875728,0.8455277241276924,0.7322657775823831
hepmass,rotf,100,2,403519692751.0,5843.0,0.8426276938914438,0.8426136516964178,0.8426276938914438,0.8425786386982217,0.8430117051375312,0.8426276938914438,0.7279925643835831
hepmass,rotf,100,3,402203842902.0,5873.0,0.8448342298153421,0.8448394796667811,0.8448342298153421,0.844769217640381,0.8454289720008922,0.8448342298153421,0.7312676898443125
hepmass,rotf,100,4,393605512773.0,5225.0,0.8440999836528339,0.8440999401327505,0.8440999836528339,0.8440479565735453,0.8445596436429622,0.8440999836528339,0.7301860985032468
hepmass,rotf,100,5,414389128618.0,5559.0,0.8439622868078164,0.8439648926725283,0.8439622868078164,0.8439007912322339,0.8445131474004057,0.8439622868078164,0.7299671597489236
hepmass,rotf,50,1,285304746158.0,3396.0,0.8457323319919623,0.8457410545047179,0.8457323319919623,0.8456259567043418,0.8467147339841911,0.8457323319919623,0.7325600395632242
hepmass,rotf,50,2,214701693645.0,2936.0,0.8426586151008721,0.8426423851000762,0.8426586151008721,0.8425937859747921,0.8431737288148002,0.8426586151008721,0.7280188951296659
hepmass,rotf,50,3,206622381162.0,2852.0,0.8446046516723243,0.8446098277484296,0.8446046516723243,0.8445413796538528,0.8451824439211812,0.8446046516723243,0.7309259904579944
hepmass,rotf,50,4,201647832503.0,3097.0,0.8450789072467512,0.845078858234389,0.8450789072467512,0.845013329886144,0.8456637803247145,0.8450789072467512,0.7316349209004901
hepmass,rotf,50,5,211175335264.0,3498.0,0.8440809386936665,0.8440837499349825,0.8440809386936665,0.8440093596618667,0.8447222729315103,0.8440809386936665,0.7301316175484082
higgs,pcard,10,1,166092938392.0,6339.0,0.5757208644832007,0.5578269364484195,0.5757208644832007,0.5213867772945694,0.5910627603800706,0.5757208644832007,0.3776857948559924
higgs,pcard,10,2,145625686940.0,4940.0,0.5597352789690214,0.5357758128880998,0.5597352789690214,0.4566639913903324,0.6012521649700878,0.5597352789690214,0.33917201003837577
higgs,pcard,10,3,142979451157.0,5020.0,0.6021716992626133,0.5813150977760461,0.6021716992626133,0.5345914859364913,0.6547328189532279,0.6021716992626133,0.39519795259258633
higgs,pcard,10,4,148926150137.0,4763.0,0.5840065347764904,0.5629270459472366,0.5840065347764904,0.5122189157617795,0.6218266866427936,0.5840065347764904,0.37624747951275894
higgs,pcard,10,5,146116851060.0,4865.0,0.5946424656375285,0.5742592171693941,0.5946424656375285,0.5296116354837386,0.6348380441257911,0.5946424656375285,0.3896291635276207
higgs,ranf,100,1,41279804074.0,2309.0,0.6701003064338388,0.663990803980562,0.6701003064338388,0.6632230419391014,0.6717286124523691,0.6701003064338388,0.5012509952734516
higgs,ranf,100,2,32437898563.0,1903.0,0.6766460130607336,0.6721093158233704,0.6766460130607336,0.6722098039756377,0.6767572424475427,0.6766460130607336,0.5100746388142905
higgs,ranf,100,3,32186058588.0,1946.0,0.6757203385977832,0.6704252333990505,0.6757203385977832,0.670296641838239,0.6763348753736688,0.6757203385977832,0.5085037041161428
higgs,ranf,100,4,34914041059.0,1823.0,0.6782677748376539,0.6736971344616722,0.6782677748376539,0.6738461194727267,0.6783404102716186,0.6782677748376539,0.5119636768440106
higgs,ranf,100,5,32163720875.0,1768.0,0.6752783976521897,0.6698013843805626,0.6752783976521897,0.6696015808060123,0.6760318785576034,0.6752783976521897,0.5078660322378953
higgs,ranf,200,1,83749065628.0,3400.0,0.6708498110794048,0.665416864108509,0.6708498110794048,0.6650590569429232,0.6716770327044101,0.6708498110794048,0.5027374114760281
higgs,ranf,200,2,73548591429.0,2875.0,0.6765342819276254,0.6720657291267138,0.6765342819276254,0.6721850875142961,0.6765941978313217,0.6765342819276254,0.5099968546080318
higgs,ranf,200,3,72724333694.0,2798.0,0.6770364510878955,0.6718310992356098,0.6770364510878955,0.6717543298319522,0.6776045543183776,0.6770364510878955,0.5100748367477295
higgs,ranf,200,4,72713032851.0,2786.0,0.6770588775720904,0.6722200611776796,0.6770588775720904,0.6722769916866624,0.6773045012742456,0.6770588775720904,0.5103882879858356
higgs,ranf,200,5,72317579664.0,2618.0,0.6777132683852527,0.6727968249563945,0.6777132683852527,0.6728447180102329,0.6780161657803017,0.6777132683852527,0.5110893474180905
higgs,ranf,500,1,272608730510.0,6802.0,0.6749334757846405,0.6699254490849751,0.6749334757846405,0.6698129550237477,0.6754591038386717,0.6749334757846405,0.50772337461547
higgs,ranf,500,2,254709114347.0,6058.0,0.6768926390984479,0.6722558437437631,0.6768926390984479,0.6723278221396977,0.6770851736156644,0.6768926390984479,0.5102815203314812
higgs,ranf,500,3,249401896299.0,6624.0,0.67645408835911,0.6712976845441099,0.67645408835911,0.6712337731160591,0.6769585705598423,0.67645408835911,0.5094514805211797
higgs,ranf,500,4,251042488171.0,7246.0,0.6772498997133758,0.6724980147578161,0.6772498997133758,0.6725845847248568,0.6774320312621169,0.6772498997133758,0.5106710132539561
higgs,ranf,500,5,218027579361.0,6358.0,0.6777255496312442,0.6727028436790601,0.6777255496312442,0.6727141799651626,0.6781194341793142,0.6777255496312442,0.5110213522831052
higgs,rotf,10,1,75228740488.0,1904.0,0.6829192289837008,0.6775229635793908,0.6829192289837008,0.6773584289697231,0.6840649214909823,0.6829192289837008,0.5165464587032834
higgs,rotf,10,2,51231234589.0,1651.0,0.6789182649513339,0.6727839490790578,0.6789182649513339,0.672259565288537,0.6806948007864677,0.6789182649513339,0.5113728830342475
higgs,rotf,10,3,48158593569.0,1573.0,0.6855168124703646,0.6803393013728725,0.6855168124703646,0.6802995750729185,0.6864903712506317,0.6855168124703646,0.5197266547091892
higgs,rotf,10,4,48597261537.0,1566.0,0.6774538577340984,0.6698490310790242,0.6774538577340984,0.6683850917805059,0.6813409695117814,0.6774538577340984,0.5082740313597721
higgs,rotf,10,5,47218897979.0,1561.0,0.6833092911403458,0.6768349308482153,0.6833092911403458,0.676128626912101,0.6859247762442613,0.6833092911403458,0.5160155896016928
higgs,rotf,100,1,496059298001.0,6416.0,0.6879613419833583,0.6810440369502012,0.6879613419833583,0.6800554347175876,0.6918160034694975,0.6879613419833583,0.520839627528285
higgs,rotf,100,2,406877929394.0,6107.0,0.688996177922781,0.6822128512303142,0.688996177922781,0.6814503807840164,0.6923537356389102,0.688996177922781,0.5223105814990213
higgs,rotf,100,3,401826436586.0,6123.0,0.6888105227793369,0.6822669744957064,0.6888105227793369,0.6815552906046927,0.6919757197172476,0.6888105227793369,0.522235150966943
higgs,rotf,100,4,406302925088.0,6620.0,0.6864409594188274,0.6790790364268329,0.6864409594188274,0.6779944369103377,0.6904357189513893,0.6864409594188274,0.5188641370266631
higgs,rotf,100,5,418347919896.0,6128.0,0.687902016997497,0.6813746563180197,0.687902016997497,0.6807123280692609,0.6908480698307654,0.687902016997497,0.5212606003932213
higgs,rotf,50,1,265034233887.0,3998.0,0.6876361029826596,0.6809989496554021,0.6876361029826596,0.6802029128629414,0.6909165221204813,0.6876361029826596,0.5207725967812049
higgs,rotf,50,2,226570084763.0,3835.0,0.6869420839040411,0.6804760427586154,0.6869420839040411,0.6798806013705083,0.6896165218217604,0.6869420839040411,0.5202638992898958
higgs,rotf,50,3,233171057375.0,3784.0,0.6883418112087984,0.6821495446369394,0.6883418112087984,0.6816485481104111,0.690858017771849,0.6883418112087984,0.5220559091433438
higgs,rotf,50,4,223610523405.0,3622.0,0.6857994785351852,0.6784296244074923,0.6857994785351852,0.6773260045376726,0.6897689129281414,0.6857994785351852,0.5181143958516213
higgs,rotf,50,5,216222616199.0,3769.0,0.6863298758658828,0.6794341313402685,0.6863298758658828,0.6784938026409758,0.6898808160505373,0.6863298758658828,0.5190454301758161
poker-hand,pcard,10,1,114456191286.0,18184.0,0.5035857352222765,0.10044792793807548,0.5035857352222765,0.06810449575879693,0.4914889173461059,0.5035857352222765,0.25487843741927374
poker-hand,pcard,10,2,107903535097.0,14645.0,0.5004609149038907,0.1111111111111111,0.5004609149038907,0.07411958255002771,0.2504611273464393,0.5004609149038907,0.2504611273464393
poker-hand,pcard,10,3,106268833681.0,15082.0,0.5319799181126925,0.10847446935557921,0.5319799181126925,0.09075463570637488,0.4984857057097433,0.5319799181126925,0.31147225355512514
poker-hand,pcard,10,4,106283927880.0,14576.0,0.5010585159313965,0.1111111111111111,0.5010585159313965,0.07417854513456729,0.2510596363873735,0.5010585159313965,0.2510596363873735
poker-hand,pcard,10,5,106471652962.0,14702.0,0.5016161350240592,0.1,0.5016161350240592,0.0668101685010227,0.25161874691647523,0.5016161350240592,0.25161874691647523
poker-hand,ranf,100,1,18598085325.0,19011.0,0.5196531509526136,0.10423306853785126,0.5196531509526136,0.07606645468314448,0.5332122242093945,0.5196531509526136,0.27646098006186
poker-hand,ranf,100,2,17946101329.0,18588.0,0.5098450447989777,0.11358813424390639,0.5098450447989777,0.07977496060131967,0.4988829456960899,0.5098450447989777,0.2639659337208894
poker-hand,ranf,100,3,16968597265.0,16311.0,0.5154562292844609,0.10347631155931585,0.5154562292844609,0.07467990465208654,0.5084907691438868,0.5154562292844609,0.27196156519087844
poker-hand,ranf,100,4,12250637113.0,12168.0,0.5106436947571754,0.11363258423713433,0.5106436947571754,0.07990989354952115,0.4934276551166976,0.5106436947571754,0.26489079439770163
poker-hand,ranf,100,5,11835692504.0,11811.0,0.5153983785022352,0.10329154951327597,0.5153983785022352,0.0742995670871972,0.5143275277930214,0.5153983785022352,0.271404267596776
poker-hand,ranf,200,1,33008895537.0,27732.0,0.5162090864680019,0.10341099806706251,0.5162090864680019,0.07433730093513655,0.521610079800825,0.5162090864680019,0.2718595416652916
poker-hand,ranf,200,2,29763862112.0,19355.0,0.5086061835758218,0.11326288765609939,0.5086061835758218,0.07910162885481421,0.4849489520713204,0.5086061835758218,0.26242473159526236
poker-hand,ranf,200,3,24376501491.0,18461.0,0.5124147007213882,0.1027284532534328,0.5124147007213882,0.0728808924532394,0.5014347545557922,0.5124147007213882,0.2673330621495483
poker-hand,ranf,200,4,24444362535.0,18011.0,0.5134241283096915,0.11436190622475108,0.5134241283096915,0.08144551279497463,0.5063110252791497,0.5134241283096915,0.2685905598635835
poker-hand,ranf,200,5,24296612240.0,16474.0,0.515427629814888,0.10329610268880367,0.515427629814888,0.07429238827674911,0.5139096572113437,0.515427629814888,0.27141562157440646
poker-hand,ranf,500,1,84842001854.0,47700.0,0.514704445530044,0.10305671144921798,0.514704445530044,0.07360665635351533,0.5199709417210066,0.514704445530044,0.26983262714273437
poker-hand,ranf,500,2,78663934399.0,33581.0,0.5079623659322918,0.11308655040272453,0.5079623659322918,0.0786555074157394,0.4831570584850062,0.5079623659322918,0.26140337611510217
poker-hand,ranf,500,3,73499730604.0,34055.0,0.5133261844414115,0.10294347389353123,0.5133261844414115,0.07334406636362492,0.5001216609781676,0.5133261844414115,0.2686459560243611
